IdAutor,IdDocumento,NomeAutor,AnoLegislativo,CodOriginalidade,DtEntradaSistema,DtPublicacao,Ementa,IdNatureza,NroLegislativo
442,1000057974,Afonso Lobato,2017,1000057974 310817 1219,2017-08-31T00:00:00-03:00,2017-09-02T00:00:00-03:00,"Torna obrigatório aos supermercados, empresas vendedoras ou distribuidoras de óleo de cozinha de manterem estruturas destinadas à coleta do óleo de cozinha usado.",1,824
442,1000057975,Afonso Lobato,2017,1000057975 310817 1228,2017-08-31T00:00:00-03:00,2017-09-02T00:00:00-03:00,"Torna obrigatório aos hospitais públicos e privados a comunicarem às delegacias de polícia, quando do atendimento em suas unidades de pronto atendimento, sobre os casos de idosos, mulheres, crianças e adolescentes vítimas de agressões físicas.",1,825
442,1000057976,Afonso Lobato,2017,1000057976 310817 1243,2017-08-31T00:00:00-03:00,2017-09-02T00:00:00-03:00,Dispõe sobre a lotação mínima de servidores públicos estaduais do sexo feminino nas Delegacias de Polícia de Defesa da Mulher.,1,826
24,1000057978,Vitor Sapienza,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
32,1000057978,Celino Cardoso,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
40,1000057978,Léo Oliveira,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
67,1000057978,Célia Leão,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
68,1000057978,Edmir Chedid,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
94,1000057978,Campos Machado,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
137,1000057978,Antonio Salim Curiati,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
197,1000057978,Jorge Caruso,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
225,1000057978,Pedro Tobias,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
236,1000057978,Luiz Carlos Gondim,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
440,1000057978,Adilson Rossi,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
454,1000057978,Rogério Nogueira,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
10588,1000057978,André Soares,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
10596,1000057978,Ed Thomas,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
10599,1000057978,Feliciano Filho,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
10619,1000057978,Reinaldo Alguz,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
10622,1000057978,Roberto Massafera,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
11153,1000057978,Cássio Navarro,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
11155,1000057978,Hélio Nishimoto,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
12381,1000057978,André do Prado,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
12392,1000057978,Carlão Pignatari,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
12409,1000057978,Orlando Bolçone,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
12425,1000057978,Doutor Ulysses,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
12788,1000057978,Ramalho da Construção,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
13081,1000057978,Clélia Gomes,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
13093,1000057978,Marcos Damasio,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
13094,1000057978,Marta Costa,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
13095,1000057978,Coronel Telhada,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
13106,1000057978,Coronel Camilo,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
13113,1000057978,Gileno Gomes,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
1000000081,1000057978,Gilmar Gimenes,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
1000000082,1000057978,Junior Aprillanti,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
1000000083,1000057978,Marco Vinholi,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
1000000084,1000057978,Pedro Kaká,2017,1000057978 190917 1907,2017-08-31T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá nova redação ao Inciso VII, do Artigo 180 da Constituição do Estado e lhe acrescenta o § 4º a esse artigo.",5,5
13086,1000058483,José Américo,2017,1000058483 040917 1724,2017-09-04T00:00:00-03:00,2017-09-15T00:00:00-03:00,Dispõe sobre o atendimento por assistentes sociais e psicólogos aos alunos da rede pública de educação básica.,1,863
10595,1000058945,Davi Zaia,2017,1000058945 060917 1208,2017-09-06T00:00:00-03:00,2017-09-07T00:00:00-03:00,"Declara de utilidade pública a ""Associação Valeparaibana de Xadrez - AVPX"", em Taubaté.",1,846
442,1000058986,Afonso Lobato,2017,1000058986 060917 1130,2017-09-06T00:00:00-03:00,2017-09-07T00:00:00-03:00,Dispõe sobre a responsabilidade das empresas de reciclagem de materiais orgânicos ou inorgânicos na prevenção de danos ao meio ambiente no Estado.,1,848
40,1000059045,Léo Oliveira,2017,1000059045 060917 1329,2017-09-06T00:00:00-03:00,2017-09-07T00:00:00-03:00,"Autoriza o Poder Executivo a implantar o Esquadrão Antibomba Metropolitano, em Ribeirão Preto.",1,847
442,1000059051,Afonso Lobato,2017,1000059051 060917 1428,2017-09-06T00:00:00-03:00,2017-09-13T00:00:00-03:00,"Dá a denominação de ""Esportista Zildo Bueno"" ao acesso que interliga a Rodovia Carvalho Pinto - SP 70, no km 126 + 500 m, à Rodovia Oswaldo Cruz - SP 125, no km 5 + 500 m, em Taubaté.",1,851
202,1000059063,João Caramez,2017,1000059063 261017 1740,2017-09-06T00:00:00-03:00,2017-10-27T00:00:00-02:00,Classifica Votorantim como Município de Interesse Turístico.,1,1001
10618,1000059066,Raul Marcelo,2017,1000059066 060917 1537,2017-09-06T00:00:00-03:00,2017-09-20T00:00:00-03:00,"Torna obrigatório aos estabelecimentos comerciais, instituições financeiras e instituições bancárias a afixar, de forma clara e visível, tabelas contendo as taxas de juros anuais praticadas nas vendas a prazo e no crédito ao consumidor.",1,872
225,1000059202,Pedro Tobias,2017,1000059202 060917 1902,2017-09-06T00:00:00-03:00,2017-09-13T00:00:00-03:00,"Dá a denominação de ""Júlio Toneta Neto"" ao viaduto localizado no km 277 da Rodovia SP 225, em Paulistânia.",1,852
13083,1000059600,Gil Lancaster,2017,1000059600 120917 1338,2017-09-12T00:00:00-03:00,2017-09-14T00:00:00-03:00,"Autoriza o Poder Executivo a instalar restaurante do Programa Bom Prato no bairro de Cidade Tiradentes, na Capital.",1,855
13083,1000059601,Gil Lancaster,2017,1000059601 120917 1346,2017-09-12T00:00:00-03:00,2017-09-14T00:00:00-03:00,"Autoriza o Poder Executivo a implantar uma unidade móvel do Poupatempo no bairro de Cidade Tiradentes, na Capital.",1,856
225,1000059744,Pedro Tobias,2017,1000059744 120917 1956,2017-09-12T00:00:00-03:00,2017-09-14T00:00:00-03:00,Classifica Piratininga como Município de Interesse Turístico.,1,860
1000000084,1000059829,Pedro Kaká,2017,1000059829 130917 1207,2017-09-13T00:00:00-03:00,2017-09-26T00:00:00-03:00,"Obriga os estabelecimentos bancários a divulgar às pessoas físicas o direito de opção das contas dos tipos corrente, poupança e digital, com rol de serviços essenciais, sem cobrança de tarifas.",1,887
12420,1000059848,Leci Brandão,2017,,2017-09-13T00:00:00-03:00,2017-09-13T00:00:00-03:00,Declara os Desfiles das Escolas de Samba realizados no Carnaval patrimônio cultural imaterial do Estado.,1,853
418,1000059933,Ana do Carmo,2017,1000059933 130917 1546,2017-09-13T00:00:00-03:00,2017-09-19T00:00:00-03:00,"Institui a ""Política Estadual de Promoção da Agenda 2030 para o Desenvolvimento Sustentável da Organização das Nações Unidas - ONU"".",1,867
13109,1000059933,Teonilio Barba,2017,1000059933 130917 1546,2017-09-13T00:00:00-03:00,2017-09-19T00:00:00-03:00,"Institui a ""Política Estadual de Promoção da Agenda 2030 para o Desenvolvimento Sustentável da Organização das Nações Unidas - ONU"".",1,867
94,1000059976,Campos Machado,2017,1000059976 130917 1642,2017-09-13T00:00:00-03:00,2017-09-16T00:00:00-03:00,"Institui o ""Dia do Destaque do Carnaval de São Paulo"".",1,866
39,1000060201,Aldo Demarchi,2017,1000060201 140917 1817,2017-09-14T00:00:00-03:00,2017-09-20T00:00:00-03:00,"Declara de utilidade pública a ""Associação Educativa de Proteção Animal - AEPA"", em Rio Claro.",1,873
32,1000060313,Celino Cardoso,2017,,2017-09-15T00:00:00-03:00,2017-09-15T00:00:00-03:00,"Dá a denominação de ""Vereador Paulo do Carmo Monteiro"" à unidade da ETEC do bairro das Laranjeiras, em Caieiras.",1,865
10592,1000060317,Carlos Giannazi,2017,1000060317 150917 1509,2017-09-15T00:00:00-03:00,2017-09-20T00:00:00-03:00,"Institui a Política Estadual de Educação Inclusiva a alunos com Deficiência, Transtornos Globais do Desenvolvimento, Transtornos de Espectro Autista e de Altas Habilidades na rede estadual de ensino.",1,871
10592,1000060347,Carlos Giannazi,2017,1000060347 150917 1543,2017-09-15T00:00:00-03:00,2017-09-20T00:00:00-03:00,"Institui o ""Dia Estadual de Luta contra o Encarceramento da Juventude Negra"".",1,870
12392,1000168820,Carlão Pignatari,2017,1000168820 180917 1347,2017-09-18T00:00:00-03:00,2017-09-21T00:00:00-03:00,"Dá a denominação de ""Professor Manoel Marques Freitas"" à Escola Estadual Parque Nova Esperança, em São José do Rio Preto.",1,880
105,1000168831,Governador,2017,,2017-09-18T00:00:00-03:00,2017-09-16T00:00:00-03:00,"Institui o Programa de Estímulo à Conformidade Tributária - ""Nos Conformes"", define princípios para o relacionamento entre os contribuintes e o Estado de São Paulo e estabelece regras de conformidade tributária.",2,25
10600,1000168832,Fernando Capez,2017,1000168832 180917 1516,2017-09-18T00:00:00-03:00,2017-09-20T00:00:00-03:00,"Institui o ""Dia dos Heróis do Bem"".",1,875
10600,1000168833,Fernando Capez,2017,1000168833 180917 1524,2017-09-18T00:00:00-03:00,2017-09-20T00:00:00-03:00,"Institui o ""Dia do Diplomata Corporativo"".",1,869
13083,1000168916,Gil Lancaster,2017,1000168916 180917 1701,2017-09-18T00:00:00-03:00,2017-09-22T00:00:00-03:00,"Institui o ""Dia Estadual do Parkinsoniano"".",1,883
1000000084,1000168989,Pedro Kaká,2017,1000168989 190917 1647,2017-09-18T00:00:00-03:00,2017-09-21T00:00:00-03:00,Dispõe sobre aviso a ser fixado nos locais que especifica nas dependências públicas do Estado.,1,877
12420,1000168996,Leci Brandão,2017,1000168996 190917 1032,2017-09-19T00:00:00-03:00,2017-09-28T00:00:00-03:00,Dispõe sobre a preservação e os procedimentos de tombamento e de registro do patrimônio cultural de origem africana no Estado.,1,894
12420,1000169003,Leci Brandão,2017,1000169003 190917 1106,2017-09-19T00:00:00-03:00,2017-09-28T00:00:00-03:00,"Assegura ao passageiro do transporte metropolitano e intermunicipal público, o embarque e transporte de bicicleta pessoal.",1,895
1000000081,1000169008,Gilmar Gimenes,2017,1000169008 190917 1120,2017-09-19T00:00:00-03:00,2017-09-21T00:00:00-03:00,"Autoriza o Pode Executivo a utilizar e ceder os ônibus escolares, no período de férias, para atividades culturais e desportivas.",1,879
12420,1000169009,Leci Brandão,2017,1000169009 190917 1121,2017-09-19T00:00:00-03:00,2017-09-28T00:00:00-03:00,Torna obrigatória a instalação de coletores de água da chuva em obras realizadas pelo Poder Público.,1,896
12396,1000169105,Carlos Cezar,2017,1000169105 190917 1424,2017-09-19T00:00:00-03:00,2017-09-21T00:00:00-03:00,"Institui o ""Dia Estadual da Consciência Verde"".",1,878
12420,1000169108,Leci Brandão,2017,1000169108 190917 1428,2017-09-19T00:00:00-03:00,2017-09-28T00:00:00-03:00,"Declara patrimônio cultural imaterial do Estado a ""Congada de São Benedito de Cotia"".",1,893
10595,1000169229,Davi Zaia,2017,1000169229 190917 1800,2017-09-19T00:00:00-03:00,2017-09-21T00:00:00-03:00,Classifica Araçatuba como de Município de Interesse Turístico.,1,876
94,1000169773,Campos Machado,2017,1000169773 210917 1601,2017-09-21T00:00:00-03:00,2017-09-27T00:00:00-03:00,"Declara de utilidade pública a ""Associação dos Estudantes de Peruíbe - AEP"", naquele Município.",1,890
105,1000169977,Governador,2017,,2017-09-22T00:00:00-03:00,2017-09-22T00:00:00-03:00,Autoriza a Fazenda do Estado a conceder o uso de parte do bem imóvel que especifica à Federação Espírita do Estado de São Paulo.,1,885
13095,1000169985,Coronel Telhada,2017,1000169985 220917 1458,2017-09-22T00:00:00-03:00,2017-09-26T00:00:00-03:00,Autoriza o Poder Executivo a isentar do pagamento de pedágio os moradores dos municípios em cujo perímetro existam praças ou postos de pedágio sem vias alternativas adequadas.,1,888
1000000083,1000170167,Marco Vinholi,2017,1000170167 250917 1138,2017-09-25T00:00:00-03:00,2017-09-26T00:00:00-03:00,"Institui o ""Dia do Respeito ao Idoso"".",1,889
13080,1000170331,Caio França,2017,1000170331 260917 1636,2017-09-26T00:00:00-03:00,2017-09-30T00:00:00-03:00,"Proíbe o porte e o uso de celular, máquinas fotográficas ou aparelhos similares, em hospitais públicos ou particulares, em áreas de internação de pacientes, salas de cirurgia ou conservação de cadáveres.",1,909
10600,1000170426,Fernando Capez,2017,1000170426 260917 1302,2017-09-26T00:00:00-03:00,2017-09-29T00:00:00-03:00,"Declara de utilidade pública a ""Associação Jesus Leão de Judá Senhor Salvador"", em Jundiaí.",1,901
423,1000170491,Beth Sahão,2017,1000170491 260917 1551,2017-09-26T00:00:00-03:00,2017-09-27T00:00:00-03:00,"Altera a Lei nº 14.591, de 2011, que cria o Programa Paulista da Agricultura de Interesse Social - PPAIS.",1,892
423,1000170497,Beth Sahão,2017,1000170497 260917 1558,2017-09-26T00:00:00-03:00,2017-09-27T00:00:00-03:00,"Inclui no Calendário Turístico do Estado o ""Festival do Folclore"", em Olímpia.",1,891
13106,1000170503,Coronel Camilo,2017,1000170503 260917 1614,2017-09-26T00:00:00-03:00,2017-09-30T00:00:00-03:00,"Institui o programa ""Vizinhança Solidária"" no Estado.",1,904
13106,1000170523,Coronel Camilo,2017,1000170523 260917 1651,2017-09-26T00:00:00-03:00,2017-09-30T00:00:00-03:00,"Institui o programa ""Lições de Ética e Cidadania"" no ensino fundamental e médio da rede pública e privada de ensino do Estado.",1,903
12380,1000170793,Itamar Borges,2017,1000170793 270917 1821,2017-09-27T00:00:00-03:00,2017-09-30T00:00:00-03:00,Classifica Alto Alegre como Município de Interesse Turístico.,1,906
13078,1000170874,Cezinha de Madureira,2017,1000170874 280917 1209,2017-09-28T00:00:00-03:00,2017-10-03T00:00:00-03:00,"Declara de utilidade pública a ""Associação Santa Brígida"", em Carapicuíba.",1,910
13094,1000170902,Marta Costa,2017,1000170902 280917 1355,2017-09-28T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Institui a ""Política de Incentivo à Literatura Digital"".",1,914
13109,1000170907,Teonilio Barba,2017,1000170907 280917 1437,2017-09-28T00:00:00-03:00,2017-10-11T00:00:00-03:00,"Institui o ""Estatuto Estadual da Liberdade Religiosa"".",1,939
67,1000170933,Célia Leão,2017,1000170933 280917 1644,2017-09-28T00:00:00-03:00,2017-09-30T00:00:00-03:00,"Institui o ""Estatuto do Portador de Câncer"" no Estado.",1,907
13077,1000171073,Delegado Olim,2017,1000171073 290917 1812,2017-09-29T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Acrescenta dispositivo à Lei nº 6.374, estabelecendo normas de tributação para compra de arma de fogo por agentes responsáveis pela aplicação da lei.",1,919
13095,1000171073,Coronel Telhada,2017,1000171073 290917 1812,2017-09-29T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Acrescenta dispositivo à Lei nº 6.374, estabelecendo normas de tributação para compra de arma de fogo por agentes responsáveis pela aplicação da lei.",1,919
105,1000171074,Governador,2017,,2017-09-29T00:00:00-03:00,2017-09-30T00:00:00-03:00,Orça a Receita e fixa a Despesa do Estado para o exercício de 2018,1,902
1000000003,1000171152,Defensoria Pública do Estado,2017,,2017-10-02T00:00:00-03:00,2017-09-30T00:00:00-03:00,"Altera a Lei Complementar nº 988, de 2006, que organiza a Defensoria Pública do Estado e institui o regime jurídico da carreira de Defensor Público do Estado.",2,27
13098,1000171154,Wellington Moura,2017,1000171154 021017 1309,2017-10-02T00:00:00-03:00,2017-10-12T00:00:00-03:00,Classifica Ourinhos como Município de Interesse Turístico.,1,942
13094,1000171196,Marta Costa,2017,1000171196 021017 1610,2017-10-02T00:00:00-03:00,2017-10-04T00:00:00-03:00,Institui campanha contra a misoginia nas redes sociais.,1,917
13097,1000171284,Ricardo Madalena,2017,1000171284 031017 1017,2017-10-03T00:00:00-03:00,2017-10-04T00:00:00-03:00,"Dá a denominação de ""Claudia Carolina Peroni"" ao trevo de Ana Dias, localizado no km 356 + 50 m da Rodovia - SP 055, em Itariri.",1,918
13114,1000171476,Celso Nascimento,2017,1000171476 031017 1509,2017-10-03T00:00:00-03:00,2017-10-05T00:00:00-03:00,Dispõe sobre a classificação indicativa em exposições e mostras de artes visuais no âmbito do Estado.,1,922
10621,1000171530,Rita Passos,2017,1000171530 031017 1707,2017-10-03T00:00:00-03:00,2017-10-05T00:00:00-03:00,"Declara de utilidade pública a ""Associação dos Deficientes de Garça - ADG"", naquele Município.",1,925
268,1000171628,Barros Munhoz,2017,1000171628 031017 1959,2017-10-03T00:00:00-03:00,2017-10-24T00:00:00-02:00,"Dá a denominação de ""Dino de Carvalho Noronha"" à passarela localizada no km 228 + 190 m da Rodovia Governador Doutor Adhemar Pereira de Barros - SP 342, em São João da Boa Vista.",1,976
12420,1000171650,Leci Brandão,2017,1000171650 041017 1205,2017-10-04T00:00:00-03:00,2017-10-12T00:00:00-03:00,Torna obrigatória a instalação de salas de apoio à amamentação em órgãos públicos do Estado.,1,941
9761,1000171737,Mesa,2017,,2017-10-04T00:00:00-03:00,2017-10-04T00:00:00-03:00,Cria a Controladoria Geral da Assembleia Legislativa do Estado de São Paulo.,2,28
202,1000171926,João Caramez,2017,1000171926 041017 1841,2017-10-04T00:00:00-03:00,2017-10-06T00:00:00-03:00,Classifica Bernardino de Campos como Município de Interesse Turístico.,1,928
105,1000172030,Governador,2017,,2017-10-05T00:00:00-03:00,2017-10-05T00:00:00-03:00,"Autoriza o Poder Executivo a celebrar termos aditivos aos contratos firmados com a União, com base na Lei federal n° 9.496, de 1997, para adoção das condições estabelecidas pelas Leis Complementares federais nº 148, de 2014, e n° 156, de 2016.",1,920
105,1000172031,Governador,2017,,2017-10-05T00:00:00-03:00,2017-10-05T00:00:00-03:00,"Autoriza o Poder Executivo a renegociar as operações de crédito firmadas com recursos do Banco Nacional de Desenvolvimento Econômico e Social - BNDES, ao amparo do artigo 2° da Lei Complementar federal n° 156, de 2016.",1,921
442,1000172048,Afonso Lobato,2017,1000172048 051017 1424,2017-10-05T00:00:00-03:00,2017-10-07T00:00:00-03:00,Institui a implantação das floras para a preservação ambiental no Estado.,1,933
442,1000172061,Afonso Lobato,2017,1000172061 051017 1529,2017-10-05T00:00:00-03:00,2017-10-07T00:00:00-03:00,"Dispõe sobre a criação do Painel Paulista de Obras e Serviços Públicos, em endereço eletrônico próprio e disponível para acompanhamento online .",1,930
1000000083,1000172112,Marco Vinholi,2017,1000172112 051017 1621,2017-10-05T00:00:00-03:00,2017-10-07T00:00:00-03:00,"Autoriza o Poder Executivo a implantar um restaurante do ""Programa Bom Prato"", nas proximidades do Hospital Padre Albino, em Catanduva.",1,931
13083,1000172267,Gil Lancaster,2017,1000172267 061017 1204,2017-10-06T00:00:00-03:00,2017-10-17T00:00:00-02:00,"Obriga pet shops, clínicas veterinárias e estabelecimentos similares a fixarem cartazes que facilitem e incentivem a adoção de animais.",1,949
13083,1000172269,Gil Lancaster,2017,1000172269 061017 1208,2017-10-06T00:00:00-03:00,2017-10-17T00:00:00-02:00,"Obriga os médicos cirurgiões a informar ao paciente os dados de procedência, incluindo fabricante e numeração do lote das próteses de silicone a serem implantadas.",1,955
13083,1000172271,Gil Lancaster,2017,1000172271 061017 1211,2017-10-06T00:00:00-03:00,2017-10-17T00:00:00-02:00,"Torna obrigatório aos hospitais Estaduais fornecerem por escrito uma justificativa, quando da impossibilidade de atendimento do paciente.",1,948
13083,1000172274,Gil Lancaster,2017,1000172274 061017 1222,2017-10-06T00:00:00-03:00,2017-10-17T00:00:00-02:00,Dispõe sobre a disponibilização na internet da lista de pessoas condenadas por crime de violência contra a mulher.,1,947
94,1000172282,Campos Machado,2017,1000172282 061017 1347,2017-10-06T00:00:00-03:00,2017-10-07T00:00:00-03:00,"Institui a obrigatoriedade de controle, monitoramento e tratamento do lixiviado (chorume) produzido em vazadouros, aterros controlados e aterros sanitários no Estado.",1,935
234,1000172421,Milton Vieira,2017,1000172421 091017 1159,2017-10-09T00:00:00-03:00,2017-10-10T00:00:00-03:00,"Autoriza o Poder Executivo a instalar restaurante do ""Programa Bom Prato"", em Paraibuna.",1,936
10601,1000172564,Chico Sardelli,2017,1000172564 091017 1726,2017-10-09T00:00:00-03:00,2017-10-17T00:00:00-02:00,"Acrescenta o item 3 ao § 4º do artigo 5º da Lei nº 6.374, de 1989, que isenta do pagamento de ICMS a aquisição de caminhão de plataforma (guincho) por empresas que realizam autossocorro e ou remoção de veículo.",1,946
12419,1000172623,Sebastião Santos,2017,1000172623 101017 1503,2017-10-10T00:00:00-03:00,2017-10-17T00:00:00-02:00,Classifica Paulicéia como Município de Interesse Turístico.,1,954
12409,1000172712,Orlando Bolçone,2017,1000172712 101017 1504,2017-10-10T00:00:00-03:00,2017-10-17T00:00:00-02:00,"Dá a denominação de ""Amaury Guarnieri"" ao trevo do acesso à cidade de Poloni, localizado no km 483, da Rodovia Feliciano Salles da Cunha, em Poloni.",1,945
1000000082,1000172731,Junior Aprillanti,2017,1000172731 191017 1530,2017-10-10T00:00:00-03:00,2017-10-21T00:00:00-02:00,"Isenta do pagamento da tarifa de pedágio todos os veículos pertencentes aos moradores de distritos dos municípios onde estejam instaladas as respectivas praças de pedágio, e que estejam ali emplacados.",1,974
13083,1000172752,Gil Lancaster,2017,1000172752 101017 1601,2017-10-10T00:00:00-03:00,2017-10-17T00:00:00-02:00,"Ficam as salas de cinema obrigadas a reservar, no mínimo, uma sessão mensal destinada a crianças e adolescentes com Transtorno do Espectro Autista (TEA) e suas famílias, no Estado.",1,952
13083,1000172796,Gil Lancaster,2017,1000172796 101017 1753,2017-10-10T00:00:00-03:00,2017-10-17T00:00:00-02:00,Dispõe sobre medidas de prevenção e combate ao abuso sexual de mulheres nos meios de transporte coletivo do Estado.,1,950
